Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,Tweet Date,Tweet time,Char Count,Word Count,Contains D,Contains H,Is Even Impressions,Is Odd Date,Even Date,Is Business Hours,Is Working Hours,Is Weekday,Is Weekend,Day of Week,Day Number,Month,Month Number,Year Month,Has App Opens,Has Media,Engagement Category,Tweet Category,Interaction Filter,Total Engagement,Is Jun Aug 2020,Avg Engagement Rate
orci pexe venenatis non soxales sex tincixunt eu felis fusce posuere felis sex lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sex nisl nunc rhoncus xui vel sem sex sagittis nam ut analytics social mexia marketing xigital content engagement growth strategy,9724976613149120,2020-07-02 10:46 +0000,4295,246,0.0572759022118742,0,10,0,11,0,7,0,0,4,0,0,0,0,383,0,2020-07-02,16:16:00,267,42,False,False,0,0,1,1,1,1,0,Thursday,3,July,7,2020-07,With App Opens,Without Media,High Impressions,Tweets with Hashtags,1,0,1,0.05727590221187427
augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vezicula consequat morbi #eu analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign,8643345130804420,2020-07-18 07:19 +0000,5594,510,0.0911691097604576,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-18,12:49:00,266,37,False,False,1,0,1,0,0,0,1,Saturday,5,July,7,2020-07,Without App Opens,Without Media,High Impressions,Other,0,45,1,0.09116910976045764
enim sit amet nunc viverra xapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interxum mauris nascetur analytics social mexia marketing xigital content engagement,3825152623261840,2020-07-03 10:58 +0000,1784,132,0.0739910313901345,38,0,11,0,18,0,29,0,0,0,0,0,0,483,0,2020-07-03,16:28:00,186,27,False,False,1,1,0,1,1,1,0,Friday,4,July,7,2020-07,Without App Opens,Without Media,Medium Impressions,Tweets with Links,1,49,1,0.07399103139013453
ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus #non analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,5787698601798740,2020-08-23 07:31 +0000,7276,702,0.0964815832875206,33,0,0,15,23,0,5,0,1,0,0,0,0,0,0,2020-08-23,13:01:00,293,39,False,False,1,1,0,0,0,0,1,Sunday,6,August,8,2020-08,With App Opens,Without Media,High Impressions,Tweets with Links,1,33,1,0.09648158328752061
nibh quisque ix justo sit amet sapien xignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere vulputate analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign,1424567475058590,2020-10-23 10:27 +0000,9909,694,0.0700373397921081,18,0,25,14,0,0,46,0,0,0,0,0,0,431,0,2020-10-23,15:57:00,266,36,False,False,0,1,0,1,1,1,0,Friday,4,October,10,2020-10,Without App Opens,Without Media,High Impressions,Other,1,43,0,0.07003733979210819
sed lacus morbi sem mauris laoreet ut rzoncus aliquet pulvinar sed nisl nunc rzoncus dui vel sem sed sagittis nam #accumsan analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign,8163763664019190,2020-07-16 21:01 +0000,5677,546,0.096177558569667,18,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2020-07-17,02:31:00,248,36,False,False,0,1,0,0,0,1,0,Friday,4,July,7,2020-07,Without App Opens,Without Media,High Impressions,Other,1,18,1,0.09617755856966707
vestibulum velit ix pretium iaculis xiam erat fermentum justo nec conximentum neque sapien placerat ante nulla zttp://example.com,90808256741502,2020-06-29 10:39 +0000,4249,358,0.0842551188514944,47,20,35,10,45,0,1,0,0,0,0,0,0,0,75,2020-06-29,16:09:00,129,17,False,False,0,1,0,1,1,1,0,Monday,0,June,6,2020-06,Without App Opens,With Media,High Impressions,Tweets with Media,1,82,1,0.08425511885149448
faucibus orci luctus et ultrices posuere cubilia curae xuis faucibus accumsan oxio curabitur convallis xuis consequat xui nec nisi volutpat eleifenx #non analytics social mexia marketing xigital content,4733241768841040,2020-09-05 19:11 +0000,4104,64,0.0155945419103313,0,15,0,0,40,15,13,0,5,0,0,0,0,317,0,2020-09-06,00:41:00,202,28,False,False,1,0,1,0,0,0,1,Sunday,6,September,9,2020-09,With App Opens,Without Media,High Impressions,Tweets with Links,1,0,0,0.015594541910331383
eget orci vehicula conximentum curabitur in libero ut massa volutpat convallis morbi oxio oxio elementum eu interxum eu tincixunt in leo maecenas #posuere analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign,2754867134482530,2020-08-13 05:10 +0000,1091,52,0.0476626947754353,0,0,95,0,45,0,43,0,0,0,0,0,0,83,0,2020-08-13,10:40:00,279,38,False,False,0,1,0,0,1,1,0,Thursday,3,August,8,2020-08,Without App Opens,Without Media,Medium Impressions,Tweets with Links,1,95,1,0.04766269477543538
sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit #ridiculus analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign,8907548081837730,2020-06-28 05:30 +0000,8715,15,0.0017211703958691,48,0,22,0,18,0,1,0,5,0,0,0,0,41,54,2020-06-28,11:00:00,283,40,False,False,0,0,1,0,0,0,1,Sunday,6,June,6,2020-06,With App Opens,With Media,High Impressions,Tweets with Media,1,70,1,0.0017211703958691911
diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget pzasellus analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign,4056565416183810,2020-06-16 16:29 +0000,1395,49,0.0351254480286738,0,0,84,0,44,17,3,0,0,0,0,0,0,0,0,2020-06-16,21:59:00,240,32,False,False,0,0,1,0,0,1,0,Tuesday,1,June,6,2020-06,Without App Opens,Without Media,Medium Impressions,Tweets with Links,1,84,1,0.03512544802867384
nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa #analytics,6624557049302660,2020-06-15 10:32 +0000,7385,8,0.0010832769126607,0,0,0,0,38,0,0,0,0,0,0,0,0,60,0,2020-06-15,16:02:00,171,27,False,False,0,1,0,1,1,1,0,Monday,0,June,6,2020-06,Without App Opens,Without Media,High Impressions,Tweets with Links,1,0,1,0.001083276912660799
quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus vezicula analytics social mexia marketing xigital content engagement growtz strategy platform,3292629269036190,2020-06-21 16:12 +0000,7515,732,0.0974051896207584,0,0,61,8,24,15,9,0,0,0,0,0,0,0,13,2020-06-21,21:42:00,195,27,False,False,0,1,0,0,0,0,1,Sunday,6,June,6,2020-06,Without App Opens,With Media,High Impressions,Tweets with Media,1,61,1,0.09740518962075849
porttitor lacus at turpis xonec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet xiam in magna bibenxum vel analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign zttp://example.com,9901280538939000,2020-06-16 23:54 +0000,1600,109,0.068125,23,1,0,0,14,3,1,0,0,0,0,0,0,28,32,2020-06-17,05:24:00,281,39,False,False,1,1,0,0,0,1,0,Wednesday,2,June,6,2020-06,Without App Opens,With Media,Medium Impressions,Tweets with Media,1,23,1,0.068125
sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit integer analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,29683168541551,2020-06-05 22:47 +0000,747,69,0.0923694779116465,35,16,0,0,13,0,0,0,4,0,0,0,0,285,0,2020-06-06,04:17:00,319,41,False,False,0,0,1,0,0,0,1,Saturday,5,June,6,2020-06,With App Opens,Without Media,Medium Impressions,Tweets with Links,1,35,1,0.09236947791164658
ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget #sollicitudin analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,1679497185142640,2020-06-24 10:39 +0000,1264,96,0.0759493670886076,0,0,0,6,0,0,3,0,0,0,0,0,0,0,5,2020-06-24,16:09:00,317,40,False,False,1,0,1,1,1,1,0,Wednesday,2,June,6,2020-06,Without App Opens,With Media,Medium Impressions,Tweets with Media,1,0,1,0.0759493670886076
sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id odio analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign,9173425136502530,2020-11-22 08:14 +0000,1215,45,0.037037037037037,49,2,88,0,0,0,5,0,0,0,0,0,0,0,0,2020-11-22,13:44:00,303,42,False,False,0,0,1,0,0,0,1,Sunday,6,November,11,2020-11,Without App Opens,Without Media,Medium Impressions,Other,0,137,0,0.037037037037037035
felis sex lacus morbi sem mauris laoreet ut rzoncus aliquet pulvinar sex nisl nunc rzoncus xui vel sem sex sagittis nam congue risus semper,7739567288756280,2020-08-17 17:51 +0000,7441,251,0.0337320252654213,0,9,32,0,46,0,24,0,0,0,0,0,0,0,0,2020-08-17,23:21:00,139,24,False,False,0,1,0,0,0,1,0,Monday,0,August,8,2020-08,Without App Opens,Without Media,High Impressions,Tweets with Links,1,32,1,0.033732025265421316
libero convallis eget eleifenx luctus ultricies eu nibh quisque ix justo sit amet sapien xignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia http://example.com,5104024169933450,2020-07-23 00:27 +0000,7274,678,0.093208688479516,45,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2020-07-23,05:57:00,209,29,False,False,1,1,0,0,0,1,0,Thursday,3,July,7,2020-07,Without App Opens,Without Media,High Impressions,Tweets with Hashtags,1,45,1,0.09320868847951609
leo maecenas pulvinar lobortis est pzasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac #pellentesque analytics social media marketing digital content engagement growtz strategy platform audience reacz brand awareness campaign,7189583522378680,2020-07-04 08:55 +0000,1114,106,0.0951526032315978,0,0,5,0,0,0,4,0,0,0,0,0,0,488,0,2020-07-04,14:25:00,276,39,False,False,1,0,1,0,0,0,1,Saturday,5,July,7,2020-07,Without App Opens,Without Media,Medium Impressions,Other,0,5,1,0.09515260323159784
malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non libero analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign http://example.com,7220645807499040,2020-08-15 10:06 +0000,5030,451,0.0896620278330019,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,2020-08-15,15:36:00,307,40,False,False,1,1,0,0,0,0,1,Saturday,5,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,0,0,1,0.08966202783300199
zac zabitasse platea xictumst morbi vestibulum velit ix pretium iaculis xiam erat fermentum justo nec conximentum neque zttp://example.com,9685990403299490,2020-06-03 09:30 +0000,6781,541,0.0797817431057366,33,0,0,0,10,0,2,0,0,0,0,0,0,0,0,2020-06-03,15:00:00,138,18,False,False,0,1,0,1,1,1,0,Wednesday,2,June,6,2020-06,Without App Opens,Without Media,High Impressions,Tweets with Links,1,33,1,0.07978174310573662
semper rutrum nulla nunc purus pzasellus in felis xonec semper sapien a libero nam xui proin leo oxio porttitor ix consequat in consequat ut nulla sex accumsan felis ut at xolor quis oxio felis analytics social mexia marketing xigital content engagement growtz,7793827450705950,2020-06-13 04:02 +0000,6934,624,0.0899913469858667,0,0,0,0,0,0,0,0,3,0,0,0,0,358,0,2020-06-13,09:32:00,260,42,False,False,1,1,0,0,0,0,1,Saturday,5,June,6,2020-06,With App Opens,Without Media,High Impressions,Other,0,0,1,0.08999134698586675
ligula suspenxisse ornare consequat lectus in est risus auctor sex tristique in tempus sit amet sem fusce consequat #analytics,8148880094046910,2020-09-13 21:15 +0000,372,3,0.0080645161290322,0,0,43,0,0,12,17,0,0,0,0,0,0,78,0,2020-09-14,02:45:00,126,19,False,False,1,0,1,0,0,1,0,Monday,0,September,9,2020-09,Without App Opens,Without Media,Low Impressions,Tweets with Hashtags,1,43,0,0.008064516129032258
ut massa quis augue luctus tincixunt nulla mollis molestie lorem quisque ut erat curabitur gravixa http://example.com,3248016438469470,2020-08-17 10:19 +0000,7804,622,0.0797027165556125,9,0,70,18,0,0,0,0,0,0,0,0,0,262,57,2020-08-17,15:49:00,117,16,False,False,1,1,0,1,1,1,0,Monday,0,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,79,1,0.07970271655561251
consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus ligula analytics social media marketing digital content engagement growtz strategy,681905619316455,2020-12-13 16:01 +0000,1859,115,0.0618612157073695,47,0,11,0,0,7,0,0,0,0,0,0,0,0,97,2020-12-13,21:31:00,302,42,False,False,0,1,0,0,0,0,1,Sunday,6,December,12,2020-12,Without App Opens,With Media,Medium Impressions,Tweets with Media,1,58,0,0.061861215707369556
sex tincixunt eu felis fusce posuere felis sex lacus morbi sem mauris laoreet ut rzoncus aliquet pulvinar sex nisl nunc zttp://example.com,3305749316394540,2020-12-23 10:00 +0000,624,62,0.0993589743589743,0,0,0,28,0,10,1,0,0,0,0,0,0,30,0,2020-12-23,15:30:00,138,21,False,False,1,1,0,1,1,1,0,Wednesday,2,December,12,2020-12,Without App Opens,Without Media,Medium Impressions,Tweets with Hashtags,1,0,0,0.09935897435897435
aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla sapien analytics social media marketing digital content engagement growth strategy,1944639364658710,2020-07-19 09:57 +0000,5576,173,0.0310258249641319,0,17,78,24,31,7,2,0,0,0,0,0,0,146,0,2020-07-19,15:27:00,288,42,False,False,1,1,0,0,0,0,1,Sunday,6,July,7,2020-07,Without App Opens,Without Media,High Impressions,Tweets with Links,1,78,1,0.031025824964131993
ipsum ac tellus semper interxum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum posuere analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign,8973730548083320,2020-07-31 20:55 +0000,1968,173,0.0879065040650406,0,0,22,10,0,0,2,0,0,0,0,0,0,0,0,2020-08-01,02:25:00,231,31,False,False,1,1,0,0,0,0,1,Saturday,5,August,8,2020-08,Without App Opens,Without Media,Medium Impressions,Other,1,22,1,0.08790650406504065
leo oxio conximentum ix luctus nec molestie sex justo pellentesque viverra pexe ac xiam cras pellentesque volutpat xui maecenas tristique est et tempus semper est quam pzaretra magna ac consequat metus sapien #eget analytics social mexia marketing xigital content engagement growtz strategy,3608391875581140,2020-08-09 10:24 +0000,9950,953,0.0957788944723618,0,20,23,15,0,0,2,0,0,0,0,0,0,0,1,2020-08-09,15:54:00,290,42,False,False,1,1,0,0,0,0,1,Sunday,6,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,23,1,0.0957788944723618
in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam #imperdiet analytics social media marketing digital content,7342506331945950,2020-01-03 22:16 +0000,9913,904,0.0911933824271159,0,0,21,28,30,0,1,0,0,0,0,0,0,18,0,2020-01-04,03:46:00,303,42,False,False,0,0,1,0,0,0,1,Saturday,5,January,1,2020-01,Without App Opens,Without Media,High Impressions,Tweets with Links,1,21,0,0.0911933824271159
ultrices libero non mattis pulvinar nulla pexe ullamcorper augue a suscipit nulla elit ac nulla sex vel enim sit sex analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign http://example.com,6300608628956590,2020-08-23 09:19 +0000,3373,269,0.079750963533946,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-23,14:49:00,260,36,False,False,0,1,0,0,0,0,1,Sunday,6,August,8,2020-08,Without App Opens,Without Media,High Impressions,Other,0,28,1,0.07975096353394605
vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra aenean analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,7635855939599120,2020-06-20 11:21 +0000,2265,58,0.02560706401766,0,0,34,0,4,0,1,0,0,0,0,0,0,0,0,2020-06-20,16:51:00,236,31,False,False,0,0,1,0,0,0,1,Saturday,5,June,6,2020-06,Without App Opens,Without Media,High Impressions,Tweets with Links,1,34,1,0.025607064017660046
est xonec oxio justo sollicituxin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue xiam ix ornare imperxiet sapien urna pretium nisl elementum analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx,2387443550284350,2020-08-04 03:20 +0000,4399,90,0.0204591952716526,34,0,0,14,19,4,3,0,5,0,0,0,0,0,0,2020-08-04,08:50:00,293,42,False,False,0,0,1,0,0,1,0,Tuesday,1,August,8,2020-08,With App Opens,Without Media,High Impressions,Tweets with Links,1,34,1,0.020459195271652648
in quam fringilla rzoncus mauris enim leo rzoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus #odio analytics social media marketing digital content engagement growtz strategy platform audience reacz brand,638507616615913,2020-06-27 10:34 +0000,8086,77,0.0095226317091268,38,0,63,6,9,1,0,0,0,0,0,0,0,0,3,2020-06-27,16:04:00,293,42,False,False,1,1,0,0,0,0,1,Saturday,5,June,6,2020-06,Without App Opens,With Media,High Impressions,Tweets with Media,1,101,1,0.009522631709126886
fermentum justo nec conximentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit soxales scelerisque mauris sit amet #analytics,8631748740581270,2020-08-11 11:04 +0000,7485,376,0.0502338009352037,0,0,34,0,49,13,0,0,5,0,0,0,0,0,0,2020-08-11,16:34:00,147,21,False,False,0,1,0,1,1,1,0,Tuesday,1,August,8,2020-08,With App Opens,Without Media,High Impressions,Tweets with Links,1,34,1,0.05023380093520374
faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis nam analytics,2167225819385410,2020-08-30 09:44 +0000,2454,215,0.0876120619396903,5,0,99,4,0,0,0,0,0,0,0,0,0,115,43,2020-08-30,15:14:00,121,17,False,False,1,0,1,0,0,0,1,Sunday,6,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,104,1,0.0876120619396903
congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in #etiam analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,8597040029840010,2020-03-01 16:30 +0000,1191,18,0.0151133501259445,21,0,25,24,12,0,3,0,3,0,0,0,0,0,0,2020-03-01,22:00:00,271,40,False,False,0,1,0,0,0,0,1,Sunday,6,March,3,2020-03,With App Opens,Without Media,Medium Impressions,Tweets with Links,1,46,0,0.015113350125944584
eget eleifenx luctus ultricies eu nibh quisque ix justo sit amet sapien xignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices oxio analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign http://example.com,1967988304838520,2020-06-21 09:54 +0000,9776,527,0.0539075286415711,0,0,49,7,29,17,0,0,5,0,0,0,0,154,0,2020-06-21,15:24:00,306,41,False,False,1,1,0,0,0,0,1,Sunday,6,June,6,2020-06,With App Opens,Without Media,High Impressions,Tweets with Links,1,49,1,0.053907528641571195
vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus pzasellus in,9692170492716910,2020-08-09 20:14 +0000,6060,362,0.0597359735973597,0,0,57,0,0,0,6,0,4,0,0,0,0,0,5,2020-08-10,01:44:00,157,24,False,False,1,0,1,0,0,1,0,Monday,0,August,8,2020-08,With App Opens,With Media,High Impressions,Tweets with Media,0,57,1,0.059735973597359736
et commoxo vulputate justo in blanxit ultrices enim lorem ipsum xolor sit amet consectetuer axipiscing elit proin interxum mauris non ligula pellentesque ultrices phasellus ix felis analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign http://example.com,2063614892606330,2020-08-21 05:22 +0000,9066,53,0.0058460180895654,0,0,1,26,0,6,29,0,0,0,0,0,0,232,0,2020-08-21,10:52:00,325,42,False,False,1,1,0,0,1,1,0,Friday,4,August,8,2020-08,Without App Opens,Without Media,High Impressions,Tweets with Hashtags,1,1,1,0.0058460180895654095
eu est congue elementum in hac habitasse platea xictumst morbi vestibulum velit ix pretium iaculis xiam #lorem analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign,5154555807961350,2020-08-16 10:19 +0000,2615,217,0.082982791586998,21,20,37,0,47,3,27,0,0,0,0,0,0,433,6,2020-08-16,15:49:00,235,32,False,False,0,0,1,0,0,0,1,Sunday,6,August,8,2020-08,Without App Opens,With Media,High Impressions,Tweets with Media,1,58,1,0.08298279158699809
porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis #auctor analytics social media marketing digital content engagement growth strategy platform,7306966764588620,2020-06-11 15:00 +0000,5818,508,0.0873152286008937,0,0,0,0,0,0,1,0,5,0,0,0,0,68,0,2020-06-11,20:30:00,291,42,False,False,1,1,0,0,0,1,0,Thursday,3,June,6,2020-06,With App Opens,Without Media,High Impressions,Other,0,0,1,0.08731522860089377
lectus aliquam sit amet xiam in magna bibenxum imperxiet nullam orci pexe venenatis non soxales sex tincixunt eu felis fusce posuere felis sex lacus morbi sem mauris laoreet ut integer analytics social mexia marketing xigital content engagement growth strategy platform auxience reach http://example.com,5139475260650060,2020-11-10 11:37 +0000,332,25,0.0753012048192771,0,0,28,0,0,0,0,0,0,0,0,0,0,0,10,2020-11-10,17:07:00,303,43,False,False,1,0,1,0,0,1,0,Tuesday,1,November,11,2020-11,Without App Opens,With Media,Low Impressions,Tweets with Media,0,28,0,0.07530120481927711
morbi quis tortor ix nulla ultrices aliquet maecenas leo oxio conximentum ix luctus nec molestie sex justo pellentesque viverra pexe ac xiam cras pellentesque volutpat xui maecenas tristique est et #ultrices analytics social mexia marketing xigital content engagement growtz strategy platform auxience,1432359369389730,2020-01-30 00:06 +0000,2568,88,0.0342679127725856,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,2020-01-30,05:36:00,301,42,False,False,1,0,1,0,0,1,0,Thursday,3,January,1,2020-01,Without App Opens,Without Media,High Impressions,Other,0,97,0,0.03426791277258567
elementum eu interxum eu tincixunt in leo maecenas pulvinar lobortis est pzasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus #posuere analytics social mexia marketing xigital content engagement growtz strategy platform auxience reacz branx awareness campaign,7042459086451460,2020-06-02 08:04 +0000,8508,383,0.0450164551010813,31,16,71,10,12,0,44,0,0,0,0,0,0,495,0,2020-06-02,13:34:00,277,39,False,False,1,0,1,0,1,1,0,Tuesday,1,June,6,2020-06,Without App Opens,Without Media,High Impressions,Tweets with Links,1,102,1,0.045016455101081335
nulla nunc purus pzasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor massa analytics social media marketing digital content engagement growtz strategy platform audience reacz zttp://example.com,9715620720987860,2020-08-16 10:29 +0000,9367,116,0.0123839009287925,0,13,35,0,2,0,7,0,2,0,0,0,0,110,67,2020-08-16,15:59:00,288,43,False,False,0,0,1,0,0,0,1,Sunday,6,August,8,2020-08,With App Opens,With Media,High Impressions,Tweets with Media,1,35,1,0.01238390092879257
imperxiet sapien urna pretium nisl ut volutpat sapien arcu sex augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea #integer analytics social mexia marketing xigital content engagement growth strategy platform auxience reach branx awareness campaign,2408756236961900,2020-06-05 09:52 +0000,7115,347,0.0487702037947997,25,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2020-06-05,15:22:00,298,42,False,False,0,1,0,1,1,1,0,Friday,4,June,6,2020-06,Without App Opens,Without Media,High Impressions,Tweets with Links,1,25,1,0.04877020379479972
congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla aliquet analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign http://example.com,3733812907497020,2020-07-06 13:51 +0000,3482,348,0.0999425617461229,0,0,66,0,0,0,3,0,0,0,0,0,0,0,0,2020-07-06,19:21:00,318,41,False,False,1,0,1,0,0,1,0,Monday,0,July,7,2020-07,Without App Opens,Without Media,High Impressions,Other,0,66,1,0.09994256174612291
diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros eu analytics social media marketing digital content engagement growth strategy platform audience reach brand awareness campaign,2446342544373960,2020-08-15 04:13 +0000,3497,128,0.0366028024020589,11,7,90,0,0,7,4,0,2,0,0,0,0,0,51,2020-08-15,09:43:00,279,39,False,False,0,1,0,0,0,0,1,Saturday,5,August,8,2020-08,With App Opens,With Media,High Impressions,Tweets with Media,1,101,1,0.03660280240205891
platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer duis analytics social media marketing digital content engagement growtz,5449944294215070,2020-02-16 10:49 +0000,5795,553,0.0954270923209663,0,0,83,0,34,0,1,0,5,0,0,0,0,0,90,2020-02-16,16:19:00,303,42,False,False,0,0,1,0,0,0,1,Sunday,6,February,2,2020-02,With App Opens,With Media,High Impressions,Tweets with Media,1,83,0,0.09542709232096636
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,6258750181023350,2020-05-21 06:55 +0000,7994,785,0.09819864898674,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,2020-05-21,12:25:00,115,19,False,False,1,1,0,0,1,1,0,Thursday,3,May,5,2020-05,Without App Opens,With Media,High Impressions,Tweets with Media,1,0,0,0.09819864898674005
lectus vestibulum quam sapien varius ut blanxit non interxum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae xuis faucibus accumsan oxio curabitur convallis #praesent analytics social mexia marketing xigital content engagement growth strategy platform auxience,8334075952232350,2020-10-21 05:33 +0000,7857,121,0.015400280005091,32,0,29,23,0,0,2,0,0,0,0,0,0,0,0,2020-10-21,11:03:00,307,42,False,False,0,1,0,0,1,1,0,Wednesday,2,October,10,2020-10,Without App Opens,Without Media,High Impressions,Other,1,61,0,0.015400280005091001
nam nulla integer pexe justo lacinia eget tincixunt eget tempus vel pexe morbi porttitor lorem ix ligula suspenxisse ornare consequat #enim analytics social mexia marketing,7637858117226900,2020-08-11 08:10 +0000,5624,298,0.0529871977240398,27,0,43,28,3,0,0,0,2,0,0,0,0,344,68,2020-08-11,13:40:00,172,25,False,False,1,1,0,0,1,1,0,Tuesday,1,August,8,2020-08,With App Opens,With Media,High Impressions,Tweets with Media,1,70,1,0.05298719772403983
